ID,Mode,Proficiency,L1,Verb,Native_COLL,Native,Textbook,Reliability,Accessibility,Functions,Semantics,Textbook_COLL
JYU_KZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
MSA_RU,W,NNS2,RU,清楚,Repelled,0.23,5.56,Yes,2,Theme,Psych,Attracted
MSA_RU,W,NNS2,RU,清楚,Repelled,0.23,5.56,Yes,2,Theme,Psych,Attracted
CXD_KR,W,NNS2,KR,温和,Attracted,0.03,0.00,Yes,5,Recipient,Manner,Repelled
WJH_TH,W,NNS2,TH,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
ADH_RU,S,NNS2,RU,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
ADH_RU,S,NNS2,RU,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
WYMU_SD,S,NNS2,AR,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
ZCS_TH,W,NNS2,TH,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
NSJB_RU,W,NNS2,RU,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
WJH_TH,W,NNS2,TH,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
LXHU_KR,W,NNS2,KR,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
MDN_KZ,W,NNS2,TK,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
WHY_TH,W,NNS2,TH,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
YTQZ_JP,W,NNS2,JP,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
LZSA_KR,W,NNS2,KR,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
JZIE_KR,W,NNS2,KR,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
JZJN_KR,W,NNS2,KR,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
PL_KR,W,NNS2,KR,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
ADH_RU,W,NNS2,RU,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
MDN_KZ,W,NNS2,TK,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
XH_KG,W,NNS2,TK,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
ADH_RU,W,NNS2,RU,满意,Attracted,2.71,25.95,Yes,2,Stimulus,Psych,Attracted
HHC_KR,W,NNS2,KR,烦恼,Repelled,0.01,0.00,Yes,3,Stimulus,Psych,Repelled
CLY_KR,W,NNS2,KR,热心,Attracted,0.09,1.85,Yes,4,Recipient,Manner,Attracted
CLY_KR,W,NNS2,KR,热心,Attracted,0.09,1.85,Yes,4,Recipient,Manner,Attracted
JHXI_KR,W,NNS2,KR,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
KELA_PE,W,NNS2,ES,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
ZXLI_TH,W,NNS2,TH,热情,Attracted,0.16,5.56,Yes,2,Recipient,Manner,Attracted
BJM_AO,W,NNS2,PT,熟悉,Attracted,1.98,5.56,Yes,3,Theme,Psych,Attracted
SMER_KZ,W,NNS2,TK,熟悉,Attracted,1.98,5.56,Yes,3,Theme,Psych,Attracted
ZJX_VE,W,NNS2,ES,熟悉,Attracted,1.98,5.56,Yes,3,Theme,Psych,Attracted
PRL_KR,W,NNS2,KR,熟悉,Attracted,1.98,5.56,Yes,3,Theme,Psych,Attracted
QFM_KR,W,NNS2,KR,特别,Repelled,0.04,0.00,No,2,Concerned,Attribute,Repelled
QFM_KR,W,NNS2,KR,特别,Repelled,0.04,0.00,No,2,Concerned,Attribute,Repelled
WYMU_SD,S,NNS2,AR,不理,Repelled,0.06,0.00,Yes,6,Theme,Psych,Repelled
AMT_TJ,S,NNS2,Other,理解,Attracted,0.65,16.68,No,3,Theme,Psych,Repelled
LMA_PT,S,NNS2,PT,理解,Attracted,0.65,16.68,No,3,Theme,Psych,Repelled
SZB_KR,W,NNS2,KR,理解,Attracted,0.65,16.68,No,3,Theme,Psych,Repelled
YLLY_RU,W,NNS2,RU,留意,Attracted,0.08,0.00,Yes,6,Theme,Psych,Repelled
ZTT_TH,W,NNS2,TH,知道,Repelled,0.82,1.85,No,1,Theme,Psych,Repelled
JZP_CN,W,NNS2,Other,笑,Attracted,5.62,3.71,No,2,Target,Physical,Attracted
JZP_CN,W,NNS2,Other,笑,Attracted,5.62,3.71,No,2,Target,Physical,Attracted
KELA_PE,W,NNS2,ES,耐心,Repelled,0.01,0.00,Yes,4,Recipient,Manner,Repelled
PRL_KR,S,NNS2,KR,表白,Attracted,0.22,0.00,No,3,Target,Communication,Repelled
JZXIU_KR,W,NNS2,KR,表示,Attracted,10.69,7.41,No,3,Target,Communication,Attracted
LQQ_TH,W,NNS2,TH,表示,Attracted,10.69,7.41,No,3,Target,Communication,Attracted
JHXI_KR,W,NNS2,KR,要求,Attracted,0.17,5.56,No,2,Target,Communication,Attracted
KLSDN_RU,W,NNS2,RU,要求,Attracted,1.06,0.00,No,2,Theme,Psych,Attracted
YYL_TH,W,NNS2,TH,觉得,Repelled,0.64,0.00,No,1,Theme,Psych,Repelled
AMI_GN,S,NNS2,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AMI_GN,S,NNS2,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ASHA_CG,S,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ASHA_CG,S,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
FLS_GQ,S,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
FLS_GQ,S,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
FLS_GQ,S,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
KLDY_CO,S,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
KLDY_CO,S,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LCL_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZA_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZA_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZA_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZA_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZM_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZM_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
NLSA_KG,S,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
PML_CG,S,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
PML_CG,S,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
PML_CG,S,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
PSY_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AILAN_PK,S,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AMU_YE,S,NNS2,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
GQQG_JP,S,NNS2,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
GQQG_JP,S,NNS2,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
HRZ_MG,S,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
HRZ_MG,S,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
KD_EG,S,NNS2,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
KD_EG,S,NNS2,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
KD_EG,S,NNS2,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
XLH_TJ,S,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
XR_JP,S,NNS2,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AHY_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AHY_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
CLY_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
CLY_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
DLYH_RU,S,NNS2,RU,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
DLYH_RU,S,NNS2,RU,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JHXI_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JHXI_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LXB_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LXB_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
NSJP_RU,S,NNS2,RU,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
NSJP_RU,S,NNS2,RU,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
NSJP_RU,S,NNS2,RU,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
QZY_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
QZY_KR,S,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SF_RU,S,NNS2,RU,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SF_RU,S,NNS2,RU,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
TSI_ET,S,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
TSI_ET,S,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
TSI_ET,S,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
XYY_TH,S,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
XYY_TH,S,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZLYE_RU,S,NNS2,RU,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WYMU_SD,S,NNS2,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WYMU_SD,S,NNS2,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WYMU_SD,S,NNS2,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WYMU_SD,S,NNS2,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WYMU_SD,S,NNS2,AR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
YYQH_JP,W,NNS2,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZHX_VE,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ALI_EE,W,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZUE_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JEL_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
KYC_RU,W,NNS2,RU,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LWEN_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
CXYA_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
CXYA_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
CXYA_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JXJ_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JXJ_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SHZ_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZJX_VE,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZJX_VE,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZJX_VE,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AHY_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AHY_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AMI_GN,W,NNS2,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JHXI_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SF_RU,W,NNS2,RU,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZJJ_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
PZH_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
YTHZ_JP,W,NNS2,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
CHL_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZSM_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
NE_KZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AMI_GN,W,NNS2,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AMI_GN,W,NNS2,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AMI_GN,W,NNS2,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
HRC_DE,W,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZL_ES,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
MZ_GN,W,NNS2,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JML_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JXZ_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LXJ_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
PZP_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
QJZU_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WML_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JYS_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JYS_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZML_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LWC_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JDYI_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LNA_KZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
MELA_TJ,W,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
PML_CG,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
RXBHZ_JP,W,NNS2,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
CYD_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LCY_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZUE_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZP_CN,W,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LHYI_VN,W,NNS2,VN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZXIU_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LWL_ID,W,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZYA_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
QBYZ_JP,W,NNS2,JP,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
YR_ES,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ABL_UZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SMER_KZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SMER_KZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SMER_KZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZLA_CD,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZLA_CD,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
QYX_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
BALID_GN,W,NNS2,EN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SMER_KZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
BYL_BR,W,NNS2,PT,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
BAOLUO_CL,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZUE_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZLA_CD,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZLA_CD,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZXIU_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LHYI_VN,W,NNS2,VN,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SSXI_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
PZY_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
MRN_BR,W,NNS2,PT,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WUYM_CR,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WUYM_CR,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WUYM_CR,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
HSE_PK,W,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
XAW_ML,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZXIU_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LWC_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
PML_CG,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
DFH_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZLA_CD,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZLA_CD,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZLA_CD,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZLA_CD,W,NNS2,FR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LMN_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SMER_KZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SMER_KZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SSXI_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
WUYM_CR,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
YR_ES,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
YR_ES,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
ZJX_VE,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZUE_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
MWH_VE,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
SMER_KZ,W,NNS2,TK,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AMEI_MU,W,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
AMEI_MU,W,NNS2,Other,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JZUE_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
MWH_VE,W,NNS2,ES,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZYA_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
LZYA_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
DFH_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
YY_TH,W,NNS2,TH,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
JXJ_KR,W,NNS2,KR,说,Attracted,105.53,385.55,No,1,Target,Communication,Attracted
XYY_TH,W,NNS2,TH,起,Attracted,4.87,3.71,Yes,6,Concerned,Functional,Attracted
ABM_CM,S,NNS2,EN,这样,Repelled,0.09,1.85,Yes,1,Recipient,Manner,Repelled
LHYI_VN,W,NNS2,VN,适应,Repelled,0.18,1.85,Yes,3,Stimulus,Psych,Attracted
SSXI_KR,W,NNS2,KR,适应,Repelled,0.18,1.85,Yes,3,Stimulus,Psych,Attracted
ZCS_TH,W,NNS2,TH,造成,Attracted,5.65,7.41,Yes,4,Concerned,Functional,Attracted
SHSA_KR,W,NNS2,KR,道歉,Attracted,0.22,0.00,No,3,Target,Communication,Repelled
CXYA_KR,W,NNS2,KR,道歉,Attracted,0.22,0.00,No,3,Target,Communication,Repelled
CXYA_KR,W,NNS2,KR,道歉,Attracted,0.22,0.00,No,3,Target,Communication,Repelled
QYX_KR,W,NNS2,KR,道歉,Attracted,0.22,0.00,No,3,Target,Communication,Repelled
WHY_TH,W,NNS2,TH,那样,Repelled,0.01,0.00,Yes,2,Recipient,Manner,Repelled
LQQ_TH,W,NNS2,TH,重视,Attracted,1.91,1.85,Yes,4,Recipient,Manner,Attracted
AMEI_MU,S,NNS2,Other,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
CLY_KR,S,NNS2,KR,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
LXHU_KR,S,NNS2,KR,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
HJ_RU,S,NNS2,RU,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
YZX_KR,W,NNS2,KR,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
GKA_TH,W,NNS2,TH,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
GQQG_JP,W,NNS2,JP,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
MHMAD_TJ,W,NNS2,Other,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
CXZ_TH,W,NNS2,TH,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
SF_RU,W,NNS2,RU,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
LXJ_KR,W,NNS2,KR,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
AJ_KZ,W,NNS2,TK,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
LZYA_KR,W,NNS2,KR,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
DFH_TH,W,NNS2,TH,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
DFH_TH,W,NNS2,TH,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
DFH_TH,W,NNS2,TH,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
LQQ_TH,W,NNS2,TH,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
ZSYI_TH,W,NNS2,TH,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
ZSYI_TH,W,NNS2,TH,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
YR_ES,W,NNS2,ES,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
ZYG_VE,W,NNS2,ES,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
JZIE_KR,W,NNS2,KR,重要,Repelled,0.72,9.27,Yes,2,Concerned,Attribute,Attracted
QYX_KR,S,NNS2,KR,难,Repelled,0.02,0.00,No,2,Concerned,Attribute,Repelled
SGY_KR,W,NNS2,KR,难,Repelled,0.02,0.00,No,2,Concerned,Attribute,Repelled
WDLY_RU,W,NNS2,RU,难,Repelled,0.02,0.00,No,2,Concerned,Attribute,Repelled
WDLY_RU,W,NNS2,RU,难,Repelled,0.02,0.00,No,2,Concerned,Attribute,Repelled
ZLO_RU,S,NNS2,RU,方便,Repelled,0.04,0.00,No,2,Concerned,Attribute,Repelled
CAMLG_TH,W,NNS2,TH,骂,Repelled,0.16,1.85,No,4,Target,Communication,Repelled
YYZ_KR,W,NNS2,KR,鼓励,Attracted,0.10,0.00,Yes,3,Target,Communication,Repelled
JXJ_KR,W,NNS2,KR,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
CZJ_KR,W,NNS2,KR,没大没小,Attracted,0.00,0.00,No,6,Recipient,Manner,Repelled
YLN_RU,W,NNS3,RU,严格,Repelled,0.07,1.85,Yes,3,Recipient,Manner,Attracted
CAMLG_TH,S,NNS3,TH,习惯,Repelled,0.22,1.85,Yes,2,Stimulus,Psych,Attracted
ZCY_KR,W,NNS3,KR,亲切,Attracted,0.08,1.85,Yes,4,Recipient,Manner,Attracted
JMZJ_KR,W,NNS3,KR,介绍,Attracted,0.32,0.00,No,1,Target,Communication,Repelled
DFH_TH,W,NNS3,TH,付出,Attracted,0.63,0.00,No,6,Target,Social,Repelled
DBL_BF,S,NNS3,FR,佩服,Attracted,0.53,0.00,Yes,4,Stimulus,Psych,Repelled
ALX_KZ,W,NNS3,TK,做,Attracted,5.41,3.71,Yes,1,Scope,Functional,Repelled
HPL_TH,W,NNS3,TH,停止,Attracted,0.06,0.00,Yes,6,Scope,Functional,Repelled
ZXLI_TH,W,NNS3,TH,停止,Attracted,0.06,0.00,Yes,6,Scope,Functional,Repelled
YWD_VE,W,NNS3,ES,停止,Attracted,0.06,0.00,Yes,6,Scope,Functional,Repelled
MHJY_JP,S,NNS3,JP,兴致勃勃,Repelled,0.01,0.00,Yes,5,Stimulus,Psych,Repelled
JYS_KR,W,NNS3,KR,冷酷,Repelled,0.01,0.00,Yes,5,Recipient,Manner,Attracted
ZYJA_TH,W,NNS3,TH,凶,Attracted,0.05,0.00,Yes,6,Recipient,Manner,Repelled
MQH_VN,W,NNS3,VN,加深,Repelled,0.03,0.00,No,6,Theme,Functional,Repelled
