ID,Mode,Proficiency,L1,Verb,Native_COLL,Native,Textbook,Reliability,Accessibility,Functions,Semantics,Textbook_COLL
ZSYI_TH,W,NNS2,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
LWC_TH,W,NNS2,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
DNY_RU,W,NNS2,RU,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
LWL_ID,W,NNS2,Other,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
JZUE_KR,W,NNS2,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
JZUE_KR,W,NNS2,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
JZUE_KR,W,NNS2,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
JZUE_KR,W,NNS2,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
JZUE_KR,W,NNS2,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
JZUE_KR,W,NNS2,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
DCYY_JP,W,NNS2,JP,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
BALID_GN,W,NNS2,EN,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
LYZI_KR,W,NNS2,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
QBYZ_JP,W,NNS2,JP,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
QBYZ_JP,W,NNS2,JP,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
MWH_VE,W,NNS2,ES,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ABL_UZ,W,NNS2,TK,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
ABL_UZ,W,NNS2,TK,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
BALID_GN,W,NNS2,EN,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
LZYA_KR,W,NNS2,KR,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
HPL_TH,W,NNS2,TH,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
BYL_BR,W,NNS2,PT,好,Repelled,0.02,0.00,Yes,1,Concerned,Attribute,Repelled
AYN_RU,W,NNS2,RU,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
JZXIU_KR,W,NNS2,KR,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
LZYA_KR,W,NNS2,KR,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
MRN_BR,W,NNS2,PT,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
SSXI_KR,W,NNS2,KR,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
WDLY_RU,W,NNS2,RU,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
YIL_BR,W,NNS2,PT,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
YLSB_PE,W,NNS2,ES,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
ZHH_TH,W,NNS2,TH,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
ZYY_VE,W,NNS2,ES,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
BALID_GN,W,NNS2,EN,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
LBK_VE,W,NNS2,ES,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
LMN_TH,W,NNS2,TH,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
LTQ_PE,W,NNS2,ES,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
SMER_KZ,W,NNS2,TK,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
XCYH_JP,W,NNS2,JP,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
ZYG_VE,W,NNS2,ES,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
LBK_VE,W,NNS2,ES,好奇,Attracted,0.15,"1.854	",Yes,4,Stimulus,Psych,Attracted
BYL_BR,W,NNS2,PT,实行,Attracted,5.76,0.00,Yes,5,Scope,Functional,Repelled
CAMLG_TH,W,NNS2,TH,尊重,Attracted,0.78,1.85,Yes,3,Recipient,Manner,Repelled
YLC_TH,W,NNS2,TH,开玩笑,Attracted,0.40,0.00,No,3,Target,Communication,Repelled
CYD_TH,W,NNS2,TH,开玩笑,Attracted,0.40,0.00,No,3,Target,Communication,Repelled
ZCYT_JP,W,NNS2,JP,影响,Attracted,1.22,11.12,Yes,2,Concerned,Functional,Attracted
CRHI_KR,W,NNS2,KR,影响,Attracted,1.22,11.12,Yes,2,Concerned,Functional,Attracted
AMI_GN,W,NNS2,EN,微笑,Attracted,1.66,5.56,No,4,Target,Physical,Attracted
JZP_CN,W,NNS2,Other,微笑,Attracted,1.66,5.56,No,4,Target,Physical,Attracted
HSE_PK,W,NNS2,Other,微笑,Attracted,1.66,5.56,No,4,Target,Physical,Attracted
CSQS_VN,S,NNS2,VN,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
JTN_GQ,S,NNS2,ES,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
LCL_KR,S,NNS2,KR,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
LBK_VE,S,NNS2,ES,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
LMA_PT,S,NNS2,PT,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
XJ_RU,S,NNS2,RU,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
XMJ_FR,S,NNS2,FR,好,Repelled,1.20,5.56,Yes,1,Recipient,Manner,Repelled
HYH_KR,W,NNS2,KR,怨愤,Repelled,0.00,0.00,Yes,6,Stimulus,Psych,Repelled
CJR_TH,S,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
HAS_CU,S,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WUYM_CR,S,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
DYSR_JP,S,NNS2,JP,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WDLY_RU,S,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
YYQ_CH,S,NNS2,Other,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
AHL_PE,S,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WYMU_SD,S,NNS2,AR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JXZ_KR,S,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JHXU_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WYS_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WYS_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
YSLI_PE,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
ZSZ_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
ZTT_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
BAOLUO_CL,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
HNN_PE,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JHXI_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
GQQG_JP,W,NNS2,JP,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JAL_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
YLSB_PE,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
AHL_PE,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
HPL_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JZIE_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
PL_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
ZXLI_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WJL_VE,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
YESE_KZ,W,NNS2,TK,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WAL_EE,W,NNS2,Other,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WDLY_RU,W,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
GBQ_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
QY_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WDLY_RU,W,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
SSXI_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
SSXI_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
BBXL_JP,W,NNS2,JP,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
BBXL_JP,W,NNS2,JP,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
BBXL_JP,W,NNS2,JP,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
FSFQ_VN,W,NNS2,VN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JZIE_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JZXIU_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LHYI_VN,W,NNS2,VN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LZYA_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
PQY_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
QFM_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WUYM_CR,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
YIL_BR,W,NNS2,PT,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
ZHH_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
ZYY_VE,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
BALID_GN,W,NNS2,EN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
EI_RU,W,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LBK_VE,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LTQ_PE,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
SMER_KZ,W,NNS2,TK,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
XCYH_JP,W,NNS2,JP,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JJL_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JJL_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
PZY_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
HDY_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JZXIU_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
QBYZ_JP,W,NNS2,JP,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
CJR_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LBK_VE,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WDLY_RU,W,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WUYM_CR,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WDLY_RU,W,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WDLY_RU,W,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WDLY_RU,W,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
AYN_RU,W,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JHF_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
JHF_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
ZYY_VE,W,NNS2,ES,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
YYQH_JP,W,NNS2,JP,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
QYX_KR,W,NNS2,KR,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LHYI_VN,W,NNS2,VN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WDLY_RU,W,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
WDLY_RU,W,NNS2,RU,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
BALID_GN,W,NNS2,EN,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LMN_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
SMER_KZ,W,NNS2,TK,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
SMER_KZ,W,NNS2,TK,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
GBQ_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
HPL_TH,W,NNS2,TH,感,Attracted,1.84,53.75,Yes,2,Stimulus,Psych,Attracted
LJN_RU,W,NNS2,RU,感到,Attracted,11.04,5.56,Yes,2,Stimulus,Psych,Repelled
SJZB_JP,W,NNS2,JP,感到,Attracted,11.04,5.56,Yes,2,Stimulus,Psych,Repelled
LZHY_KR,W,NNS2,KR,感到,Attracted,11.04,5.56,Yes,2,Stimulus,Psych,Repelled
GKA_TH,W,NNS2,TH,感到,Attracted,11.04,5.56,Yes,2,Stimulus,Psych,Repelled
NJX_KR,W,NNS2,KR,感到,Attracted,11.04,5.56,Yes,2,Stimulus,Psych,Repelled
GQQG_JP,W,NNS2,JP,感到,Attracted,11.04,5.56,Yes,2,Stimulus,Psych,Repelled
BYL_BR,W,NNS2,PT,感激,Attracted,0.56,1.85,Yes,3,Recipient,Manner,Attracted
YR_ES,W,NNS2,ES,感觉,Attracted,0.22,0.00,Yes,3,Stimulus,Psych,Repelled
ZCYT_JP,W,NNS2,JP,感谢,Attracted,0.02,0.00,Yes,3,Stimulus,Psych,Repelled
HHC_KR,W,NNS2,KR,批评,Attracted,0.22,1.85,No,3,Target,Communication,Attracted
CQH_VN,W,NNS2,VN,指示,Attracted,0.02,0.00,No,5,Target,Communication,Repelled
LZSA_KR,W,NNS2,KR,支持,Attracted,0.42,1.85,Yes,3,Theme,Psych,Attracted
ZLO_RU,S,NNS2,RU,方便,Repelled,0.04,0.00,No,2,Concerned,Attribute,Repelled
YZX_KR,W,NNS2,KR,无益,Attracted,0.12,0.00,Yes,6,Concerned,Attribute,Repelled
DLYH_RU,S,NNS2,RU,必不可少,Attracted,6.62,18.54,No,5,Concerned,Attribute,Repelled
DLYH_RU,S,NNS2,RU,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
MLY_RU,S,NNS2,RU,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
NSJK_UA,S,NNS2,Other,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
NSJK_UA,S,NNS2,Other,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
MSE_RU,S,NNS2,RU,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
MSE_RU,S,NNS2,RU,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
BAOLUO_CL,W,NNS2,ES,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
LLS_TH,W,NNS2,TH,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
LXJ_KR,W,NNS2,KR,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
LNA_KZ,W,NNS2,TK,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
LNA_KZ,W,NNS2,TK,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
YR_ES,W,NNS2,ES,是,Attracted,6.62,18.54,Yes,1,Concerned,Functional,Repelled
HRZ_MG,S,NNS2,Other,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
QZY_KR,S,NNS2,KR,有,Attracted,39.77,61.17,Yes,1,Theme,Functional,Attracted
LXHU_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
CMY_VN,W,NNS2,VN,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
WAL_EE,W,NNS2,Other,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
LZL_GB,S,NNS2,EN,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
YIL_BR,S,NNS2,PT,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
YIL_BR,S,NNS2,PT,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
ZYY_VE,S,NNS2,ES,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
LXB_KR,S,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
HRC_DE,S,NNS2,Other,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
ZR_CA,S,NNS2,EN,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
MX_CS,W,NNS2,Other,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
QY_TH,W,NNS2,TH,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
JZHX_KR,W,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
NM_KZ,W,NNS2,TK,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
YSLI_PE,W,NNS2,ES,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
TZH_IT,W,NNS2,Other,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
YIL_BR,W,NNS2,PT,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
YSLI_PE,W,NNS2,ES,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
JXY_KR,W,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
YIL_BR,W,NNS2,PT,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
JJB_KR,W,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
LWC_TH,W,NNS2,TH,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
LWC_TH,W,NNS2,TH,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
ZYJA_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
YYQ_CH,W,NNS2,Other,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
BYL_BR,W,NNS2,PT,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
MLY_RU,S,NNS2,RU,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
ZYY_VE,S,NNS2,ES,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
YGEU_UZ,S,NNS2,TK,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
YGEU_UZ,S,NNS2,TK,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
YGEU_UZ,S,NNS2,TK,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
YGEU_UZ,S,NNS2,TK,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
YGEU_UZ,S,NNS2,TK,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
RKHF_VN,W,NNS2,VN,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
DYSR_JP,W,NNS2,JP,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
MDN_KZ,W,NNS2,TK,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
HLH_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
HLH_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
CHAL_ID,W,NNS2,Other,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
MWH_VE,W,NNS2,ES,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
ZYG_VE,W,NNS2,ES,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
LDYI_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
ZYJA_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
SZYI_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
QYX_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
CAMLG_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
NLSA_KG,W,NNS2,TK,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
BYL_BR,W,NNS2,PT,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
LCL_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
PRL_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
QYX_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
ZXLI_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
CHL_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
JDYI_KR,S,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
MLY_RU,S,NNS2,RU,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
MLY_RU,S,NNS2,RU,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
MLY_RU,S,NNS2,RU,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
SF_RU,S,NNS2,RU,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
SF_RU,S,NNS2,RU,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
ZYY_VE,S,NNS2,ES,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
ZZY_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
PDL_BR,W,NNS2,PT,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
CMY_VN,W,NNS2,VN,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
LMHA_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
LC_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
JZUE_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
SZYI_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
JRY_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
MHMAD_TJ,S,NNS2,Other,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
JZUE_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
NDS_RU,W,NNS2,RU,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
LXB_KR,S,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
QFM_KR,W,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
SSXN_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
DFH_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
ZTT_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
CQH_VN,W,NNS2,VN,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
LLX_KR,S,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
LC_TH,W,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
ADH_RU,W,NNS2,RU,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
SJZB_JP,W,NNS2,JP,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
PRL_KR,W,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
JRY_KR,W,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
JJB_KR,W,NNS2,KR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
LZSA_KR,W,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
WAL_EE,W,NNS2,Other,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
LZYI_KR,W,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
JML_KR,W,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
JZUE_KR,W,NNS2,KR,有,Attracted,4.49,77.85,Yes,1,Stimulus,Functional,Attracted
JAML_TH,S,NNS2,TH,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
KD_EG,S,NNS2,AR,有,Attracted,19.49,87.12,Yes,1,Concerned,Functional,Attracted
